emp_id,emp_name,dept_name,salary,hire_date,bonus
427,Employee_427,IT,32531,2021-08-24 19:04:10,11550.62
428,Employee_428,Marketing,62051,2016-05-16 02:04:50,11024.01
429,Employee_429,Support,32736,2018-08-24 00:18:10,13453.28
430,Employee_430,Operations,32710,2022-01-03 06:30:01,5430.56
431,Employee_431,Operations,92155,2016-12-25 14:35:06,17423.66
432,Employee_432,Support,38975,2024-05-19 10:38:45,6878.0
433,Employee_433,IT,87424,2017-02-25 20:46:40,14188.5
434,Employee_434,HR,70603,2022-10-30 22:54:07,1306.37
435,Employee_435,Finance,48252,2015-09-26 16:19:13,8080.49
436,Employee_436,IT,105797,2015-03-08 22:09:57,7682.49
437,Employee_437,Finance,26431,2022-05-11 10:55:25,11326.2
438,Employee_438,Support,99603,2015-06-04 03:21:55,2381.99
439,Employee_439,Sales,62481,2018-07-12 14:58:45,16012.5
440,Employee_440,Finance,117573,2017-07-03 10:31:55,5137.84
441,Employee_441,HR,34557,2017-07-12 16:23:52,13863.72
442,Employee_442,Sales,99971,2017-07-02 23:31:43,16261.03
443,Employee_443,Finance,25162,2024-03-02 04:48:59,11675.66
444,Employee_444,Support,59742,2024-04-06 09:00:25,15076.78
445,Employee_445,Sales,44675,2015-01-17 09:54:20,13575.35
446,Employee_446,Support,98997,2019-12-02 13:30:31,7755.07
447,Employee_447,Finance,42015,2018-09-15 21:02:45,16368.31
448,Employee_448,Support,75057,2015-02-23 16:37:02,6599.33
449,Employee_449,HR,57591,2023-02-27 19:08:20,11853.05
450,Employee_450,Finance,118583,2018-06-17 21:30:29,15162.56
451,Employee_451,Finance,34833,2015-10-24 22:57:19,8200.16
452,Employee_452,Finance,32896,2021-02-14 19:18:02,6752.58
453,Employee_453,IT,57972,2022-12-15 16:26:07,9727.57
454,Employee_454,IT,74733,2022-05-01 08:56:33,16541.31
455,Employee_455,IT,66800,2019-12-14 04:33:15,18668.51
456,Employee_456,HR,30347,2015-03-10 22:03:52,11356.58
457,Employee_457,Sales,84063,2018-10-16 03:04:57,13567.86
458,Employee_458,Support,27643,2016-11-11 03:45:12,18162.2
459,Employee_459,Operations,65785,2022-09-22 10:24:56,2872.39
460,Employee_460,Finance,43681,2016-03-03 02:09:37,5409.49
461,Employee_461,Support,75026,2018-10-16 13:01:07,14469.1
462,Employee_462,Finance,40892,2015-11-13 22:03:39,16651.14
463,Employee_463,HR,72299,2018-09-26 19:38:41,17283.55
464,Employee_464,Finance,42073,2021-12-30 00:37:20,8887.04
465,Employee_465,IT,55682,2021-07-06 11:51:14,2697.46
466,Employee_466,Operations,39289,2021-07-21 07:27:55,9317.85
467,Employee_467,Marketing,32927,2021-10-03 23:24:07,5383.96
468,Employee_468,Finance,73330,2021-04-02 07:02:50,6532.73
469,Employee_469,Support,91707,2016-02-23 03:35:29,15673.08
470,Employee_470,IT,102454,2020-04-13 23:24:14,2435.01
471,Employee_471,Marketing,90428,2022-07-23 04:59:36,16724.04
472,Employee_472,Operations,75601,2018-02-11 13:53:05,9125.71
473,Employee_473,Marketing,102465,2021-11-11 05:33:16,12325.21
474,Employee_474,IT,27539,2022-08-14 17:25:34,2703.39
475,Employee_475,Sales,47669,2017-02-03 18:12:27,7409.82
476,Employee_476,Sales,95968,2020-07-26 04:49:23,2704.32
477,Employee_477,Marketing,45644,2023-09-13 11:01:16,19269.33
478,Employee_478,HR,43745,2018-05-12 01:20:38,16337.97
479,Employee_479,Support,53228,2015-01-14 20:18:31,9733.02
480,Employee_480,Support,59521,2024-06-11 14:22:01,5248.45
481,Employee_481,Marketing,51928,2021-05-10 06:53:33,18735.65
482,Employee_482,Finance,43322,2015-05-04 13:32:07,7547.34
483,Employee_483,Finance,82714,2021-10-31 18:29:53,4058.7
484,Employee_484,Support,112896,2020-10-02 03:46:07,11700.12
485,Employee_485,Support,87292,2019-04-20 08:58:51,18931.71
486,Employee_486,Sales,54055,2018-06-30 22:22:13,1072.78
487,Employee_487,HR,67891,2017-06-27 18:37:43,5524.37
488,Employee_488,IT,106912,2020-11-25 02:38:27,18830.51
489,Employee_489,Finance,31588,2018-06-20 03:15:25,4250.63
490,Employee_490,Support,115536,2019-09-25 09:50:54,3151.63
491,Employee_491,Sales,31304,2024-11-29 12:53:35,11833.56
492,Employee_492,Operations,32345,2018-06-09 21:15:15,17375.03
493,Employee_493,Sales,54300,2020-09-28 08:03:36,10065.09
494,Employee_494,Finance,49259,2022-11-17 13:08:47,19896.72
495,Employee_495,Finance,116006,2021-12-28 04:08:00,13904.26
496,Employee_496,Sales,113553,2022-06-08 19:55:15,2407.42
497,Employee_497,IT,40352,2024-08-26 16:23:45,19863.81
498,Employee_498,Marketing,58365,2021-03-27 22:16:34,8749.99
499,Employee_499,Finance,44446,2015-06-30 17:23:34,6460.65
500,Employee_500,Sales,27336,2015-02-25 06:46:55,11599.7
501,Employee_501,Support,87032,2015-11-11 21:04:44,6781.84
502,Employee_502,Sales,100415,2017-12-27 08:48:58,2642.69
503,Employee_503,HR,32521,2021-09-16 01:45:40,1027.14
504,Employee_504,Marketing,96707,2020-01-06 01:22:11,9542.08
505,Employee_505,Operations,48481,2016-03-09 01:20:39,16900.41
506,Employee_506,IT,43474,2015-05-18 22:17:22,11873.99
507,Employee_507,Operations,71760,2024-03-02 19:24:22,19984.94
508,Employee_508,Marketing,80718,2017-03-18 11:11:26,6450.09
509,Employee_509,Marketing,69629,2020-10-12 04:34:21,6328.65
510,Employee_510,Marketing,70232,2023-02-12 00:49:15,4035.24
511,Employee_511,Operations,111544,2018-10-09 05:57:36,4117.21
512,Employee_512,Support,92169,2020-06-14 04:39:08,6418.55
513,Employee_513,Marketing,75669,2022-09-13 12:41:49,16063.96
514,Employee_514,Sales,103021,2015-04-28 18:53:48,18209.38
515,Employee_515,Operations,94184,2015-03-05 04:31:41,19526.66
516,Employee_516,Marketing,72945,2016-04-21 00:55:59,5413.5
517,Employee_517,Sales,38140,2023-08-20 08:17:18,17744.65
518,Employee_518,Support,108457,2021-09-14 10:38:08,7236.85
519,Employee_519,HR,39357,2020-11-27 07:17:02,3143.97
520,Employee_520,Support,93673,2018-05-17 05:17:21,17530.47
521,Employee_521,Marketing,90633,2024-04-16 07:47:16,13086.01
522,Employee_522,Operations,101943,2017-08-15 16:11:06,4129.89
523,Employee_523,Finance,103258,2018-09-05 12:43:31,9166.79
524,Employee_524,Marketing,37924,2017-09-16 09:05:26,6457.9
525,Employee_525,Finance,94286,2020-03-16 11:54:39,14999.1
526,Employee_526,Sales,118269,2019-01-22 09:42:18,9614.91
527,Employee_527,HR,99071,2021-08-22 00:14:05,19796.32
528,Employee_528,IT,82326,2017-03-16 07:26:34,2040.15
529,Employee_529,Support,115023,2015-01-02 12:38:56,7745.29
530,Employee_530,HR,55651,2016-11-08 18:01:24,10156.1
531,Employee_531,Marketing,95202,2024-11-24 06:10:42,10559.54
532,Employee_532,Finance,73777,2022-05-26 02:03:07,7002.78
533,Employee_533,Support,41994,2015-08-11 18:26:26,14855.56
534,Employee_534,Finance,92263,2018-02-28 03:30:53,17620.19
535,Employee_535,Operations,84634,2016-10-03 03:17:09,18835.67
536,Employee_536,Finance,35800,2020-06-26 07:03:50,16296.77
537,Employee_537,Operations,62823,2023-11-19 21:41:51,17161.02
538,Employee_538,Sales,88878,2017-08-22 14:19:56,11460.36
539,Employee_539,Support,43708,2023-12-13 04:46:26,16691.88
540,Employee_540,Support,37819,2018-03-28 12:03:16,6766.57
541,Employee_541,IT,99905,2016-12-19 21:02:00,8571.1
542,Employee_542,Marketing,88870,2022-03-25 05:03:24,7021.35
543,Employee_543,Operations,34283,2023-06-22 20:50:06,9880.36
544,Employee_544,IT,55573,2021-08-26 11:31:36,6426.01
545,Employee_545,Finance,103707,2016-03-25 12:17:34,19270.62
546,Employee_546,Finance,55933,2015-09-05 12:16:21,6944.05
547,Employee_547,IT,30774,2020-08-13 10:28:17,2862.85
548,Employee_548,Support,97055,2016-11-13 08:10:35,11009.53
549,Employee_549,Finance,35983,2017-01-10 16:05:27,2084.88
550,Employee_550,Sales,43133,2023-11-02 02:43:31,3100.32
551,Employee_551,Sales,39939,2016-10-09 00:04:59,5168.4
552,Employee_552,IT,25781,2022-01-23 19:28:10,9822.65
553,Employee_553,Operations,81700,2024-05-28 03:45:27,9231.77
554,Employee_554,Operations,52624,2019-01-17 15:22:50,16194.15
555,Employee_555,IT,31823,2019-05-04 08:30:20,15050.02
556,Employee_556,Operations,43489,2023-12-16 12:29:03,9100.05
557,Employee_557,Support,64961,2017-03-22 04:22:43,7340.38
558,Employee_558,Support,54118,2023-07-03 14:10:08,7012.91
559,Employee_559,Operations,106816,2024-07-13 01:50:54,15705.91
560,Employee_560,Sales,47263,2022-08-03 01:07:58,1989.38
561,Employee_561,Operations,38565,2024-04-18 09:57:20,1243.61
562,Employee_562,Support,45354,2018-10-09 03:49:36,16115.34
563,Employee_563,HR,67951,2021-06-19 14:22:20,10065.78
564,Employee_564,Marketing,116179,2022-10-14 00:20:21,3486.74
565,Employee_565,Finance,48648,2023-11-18 01:40:44,5475.75
566,Employee_566,HR,75729,2024-06-24 12:11:27,18717.58
567,Employee_567,Operations,66971,2016-02-13 02:49:22,17330.56
568,Employee_568,Sales,43658,2016-01-03 16:04:18,14485.92
569,Employee_569,IT,46253,2015-06-15 07:54:10,10162.28
570,Employee_570,Operations,89166,2020-08-30 19:06:44,10886.15
571,Employee_571,Sales,73563,2024-04-24 06:46:35,19529.65
572,Employee_572,Marketing,51390,2024-11-20 02:17:55,19349.64
573,Employee_573,Operations,113664,2015-12-02 05:18:11,5090.11
574,Employee_574,Support,76578,2015-06-22 14:23:04,16410.99
575,Employee_575,IT,104025,2022-05-13 02:38:30,4747.61
576,Employee_576,Sales,57658,2021-12-07 03:03:14,5057.21
577,Employee_577,Sales,31852,2019-02-17 14:24:42,13845.77
578,Employee_578,Sales,119986,2023-05-23 03:18:36,8695.02
579,Employee_579,Marketing,27551,2021-08-17 23:26:04,18699.34
580,Employee_580,Operations,96947,2018-07-01 00:56:27,2691.18
581,Employee_581,Marketing,86001,2017-05-19 20:55:20,10718.99
582,Employee_582,Finance,74159,2019-09-14 01:28:53,18451.91
583,Employee_583,Finance,76707,2022-10-30 19:43:23,18178.16
584,Employee_584,Operations,58243,2024-04-04 23:22:27,3974.06
585,Employee_585,Support,46800,2021-04-30 22:49:16,7966.12
586,Employee_586,Marketing,100939,2024-09-11 15:27:14,12763.31
587,Employee_587,IT,82828,2015-01-28 07:55:31,4028.5
588,Employee_588,Sales,32239,2021-12-12 18:09:11,19392.42
589,Employee_589,Sales,31710,2018-03-17 08:27:05,18380.24
590,Employee_590,Operations,46384,2019-05-23 18:37:38,4172.05
591,Employee_591,Support,46038,2021-07-17 20:29:10,3301.95
592,Employee_592,Finance,65846,2018-10-16 04:34:20,2622.76
593,Employee_593,Finance,112983,2020-08-18 17:36:27,18279.43
594,Employee_594,Sales,92821,2017-12-05 08:53:28,4678.85
595,Employee_595,Operations,62991,2018-08-30 05:59:19,8909.41
596,Employee_596,Marketing,104057,2022-10-05 19:45:22,9528.18
597,Employee_597,Finance,31971,2021-01-13 09:31:10,12381.21
598,Employee_598,Marketing,54139,2024-01-29 08:54:14,2362.97
599,Employee_599,Support,110445,2021-07-18 16:21:30,5308.41
600,Employee_600,Finance,102067,2016-09-27 00:08:57,18698.32
601,Employee_601,Finance,105257,2021-03-20 00:30:33,18259.79
602,Employee_602,HR,109742,2024-07-15 01:47:06,15844.52
603,Employee_603,Finance,62711,2022-10-31 13:22:18,1368.62
604,Employee_604,IT,31530,2020-08-28 21:37:41,7213.13
605,Employee_605,Operations,36116,2018-02-27 22:14:57,12931.22
606,Employee_606,Operations,90794,2017-12-19 00:19:30,6228.61
607,Employee_607,Marketing,25282,2023-10-02 21:18:55,18282.15
608,Employee_608,Support,104473,2018-04-16 08:06:29,13043.9
609,Employee_609,Finance,26898,2015-04-25 22:14:05,2366.23
610,Employee_610,IT,29135,2022-11-11 19:22:13,18271.11
611,Employee_611,Marketing,31629,2018-10-21 09:14:24,19197.57
612,Employee_612,HR,110120,2018-12-08 14:19:07,2476.54
613,Employee_613,Marketing,114087,2018-02-14 02:51:44,11114.84
614,Employee_614,Marketing,90031,2023-02-26 20:36:55,6763.92
615,Employee_615,Finance,58380,2021-02-03 15:20:39,8463.94
616,Employee_616,HR,42071,2016-06-15 07:39:31,4413.37
617,Employee_617,Marketing,45074,2017-07-15 08:43:26,11983.37
618,Employee_618,IT,115724,2017-03-04 15:36:42,19201.61
619,Employee_619,IT,92843,2019-06-16 06:53:26,10558.38
620,Employee_620,Operations,64901,2023-11-02 23:49:44,2575.38
621,Employee_621,HR,36205,2017-10-13 10:28:53,12780.03
622,Employee_622,HR,80661,2022-09-07 20:56:13,7464.24
623,Employee_623,Operations,30906,2024-01-23 13:16:34,17262.58
624,Employee_624,Marketing,27591,2019-12-12 10:20:36,9258.88
625,Employee_625,HR,87987,2019-01-17 02:08:36,4663.95
626,Employee_626,IT,88370,2017-11-06 15:22:21,4631.01
627,Employee_627,IT,105685,2023-12-14 14:25:27,15606.52
628,Employee_628,Finance,79400,2021-09-07 03:47:27,6046.16
629,Employee_629,HR,50150,2022-09-28 14:08:56,15577.43
630,Employee_630,Marketing,56852,2017-04-01 13:51:20,4911.86
631,Employee_631,Operations,67870,2022-03-20 12:21:09,7112.04
632,Employee_632,Operations,77756,2021-11-23 11:11:49,9844.25
633,Employee_633,Marketing,81481,2015-06-05 01:44:35,18920.72
634,Employee_634,Support,26283,2017-11-06 19:04:42,18702.9
635,Employee_635,Sales,58691,2022-07-29 00:03:43,4930.57
636,Employee_636,Finance,26125,2015-11-07 21:03:44,7806.16
637,Employee_637,Operations,92065,2021-12-15 10:40:06,3838.59
638,Employee_638,HR,51170,2022-10-16 08:44:41,10689.72
639,Employee_639,Finance,33438,2020-01-28 04:26:50,9751.07
640,Employee_640,HR,45095,2023-02-17 04:33:57,18114.44
641,Employee_641,Support,41154,2021-11-13 23:10:32,18670.1
642,Employee_642,IT,33004,2015-02-13 16:48:22,8287.78
643,Employee_643,Finance,34752,2020-06-12 03:34:04,10343.02
644,Employee_644,Operations,80426,2024-04-02 10:20:33,18028.49
645,Employee_645,Finance,51819,2015-05-22 03:18:49,16327.45
646,Employee_646,Finance,117051,2023-12-14 09:57:44,1069.47
647,Employee_647,Finance,49217,2023-06-11 20:44:37,7081.13
648,Employee_648,Sales,113708,2015-10-22 20:44:19,9013.71
649,Employee_649,Finance,57994,2020-08-02 17:34:05,5364.61
650,Employee_650,HR,40036,2020-01-10 10:51:57,4791.86
651,Employee_651,IT,102275,2023-04-26 12:42:10,1717.91
652,Employee_652,Support,74416,2019-07-04 12:29:17,13224.02
653,Employee_653,Marketing,34587,2023-12-28 06:38:43,5987.7
654,Employee_654,Finance,25645,2018-07-01 18:15:56,1994.6
655,Employee_655,Operations,55930,2016-02-16 06:47:19,5388.61
656,Employee_656,Finance,106835,2020-06-02 17:51:46,16236.37
657,Employee_657,Operations,55090,2015-01-10 06:32:05,17178.29
658,Employee_658,HR,112489,2016-09-02 03:56:25,10178.26
659,Employee_659,Operations,77142,2019-09-21 11:06:22,8905.34
660,Employee_660,Marketing,51475,2024-02-15 05:59:27,19579.22
661,Employee_661,IT,43888,2018-02-28 22:36:35,4810.73
662,Employee_662,Operations,68732,2017-12-27 00:57:29,5091.83
663,Employee_663,Operations,106623,2023-05-13 12:16:37,6545.48
664,Employee_664,IT,71305,2023-09-03 16:54:46,4282.39
665,Employee_665,Marketing,71037,2020-06-09 10:39:20,8207.95
666,Employee_666,Finance,34346,2023-12-01 05:15:21,18305.85
667,Employee_667,Operations,25587,2018-03-27 09:12:53,12691.61
668,Employee_668,IT,37763,2016-05-29 18:30:40,8826.98
669,Employee_669,HR,84165,2024-11-19 21:58:08,18753.81
670,Employee_670,IT,94615,2018-08-06 22:58:48,1920.82
671,Employee_671,HR,61116,2022-07-22 19:49:29,4995.25
672,Employee_672,Marketing,110751,2016-09-11 21:59:20,11751.88
673,Employee_673,Finance,116353,2018-06-09 14:27:59,12695.5
674,Employee_674,IT,115301,2018-08-08 10:07:33,1751.59
675,Employee_675,Support,50556,2021-06-12 08:30:24,8657.74
676,Employee_676,Support,84042,2015-04-01 16:08:32,13333.93
677,Employee_677,Sales,43099,2020-02-10 00:33:47,14263.34
678,Employee_678,Operations,70096,2017-04-12 06:31:16,13124.66
679,Employee_679,Marketing,96986,2021-11-21 09:34:51,7090.7
680,Employee_680,IT,38230,2020-02-16 03:06:09,2776.88
681,Employee_681,Support,54009,2020-03-08 06:43:15,9115.14
682,Employee_682,Operations,95969,2024-12-17 17:08:05,3446.33
683,Employee_683,Support,58866,2022-12-21 07:08:09,19004.85
684,Employee_684,IT,109246,2022-02-16 03:14:08,10028.25
685,Employee_685,HR,101975,2020-09-17 01:05:10,7027.92
686,Employee_686,IT,66855,2015-07-31 19:50:47,15559.78
687,Employee_687,Sales,106557,2022-03-20 05:38:26,10461.02
688,Employee_688,IT,31416,2021-03-10 05:20:35,6890.65
689,Employee_689,IT,97516,2020-06-25 06:35:29,16427.39
690,Employee_690,Sales,80915,2019-01-29 20:00:51,17475.89
691,Employee_691,Marketing,43058,2022-04-08 02:59:54,13787.16
692,Employee_692,IT,101637,2023-12-18 10:46:50,1892.32
693,Employee_693,Sales,65718,2019-06-30 08:39:41,11760.13
694,Employee_694,Operations,57602,2018-03-07 05:58:16,15502.6
695,Employee_695,HR,99658,2017-11-25 10:57:21,3593.56
696,Employee_696,HR,103112,2021-05-29 15:49:47,5344.74
697,Employee_697,IT,83067,2021-04-21 20:50:03,17767.41
698,Employee_698,Marketing,52516,2015-07-07 08:53:48,1382.31
699,Employee_699,Marketing,112969,2017-07-07 02:55:11,15301.82
700,Employee_700,Operations,26089,2022-12-10 17:01:22,10001.69
701,Employee_701,IT,62346,2018-08-07 14:43:58,9488.67
702,Employee_702,HR,99663,2022-11-11 20:04:10,1134.83
703,Employee_703,Marketing,35487,2018-03-22 07:32:54,16568.57
704,Employee_704,IT,25155,2023-10-15 17:19:43,7836.67
705,Employee_705,Support,92494,2024-05-29 03:31:57,11274.55
706,Employee_706,Marketing,101229,2015-09-13 04:38:49,13868.71
707,Employee_707,Sales,63547,2015-05-04 19:43:36,14349.96
708,Employee_708,Support,53795,2023-11-06 16:23:49,19163.62
709,Employee_709,Marketing,80296,2020-08-20 11:45:05,11095.46
710,Employee_710,HR,46447,2015-09-11 04:19:55,8594.67
711,Employee_711,Finance,61598,2020-07-20 14:15:39,19120.37
712,Employee_712,Support,66814,2019-07-22 18:44:33,13200.09
713,Employee_713,Operations,115751,2022-10-03 02:35:05,6664.86
714,Employee_714,Operations,100330,2018-09-07 14:52:36,3402.82
715,Employee_715,HR,112960,2024-07-21 12:28:46,17008.54
716,Employee_716,Marketing,88278,2023-12-19 22:05:58,7881.45
717,Employee_717,IT,80077,2022-04-13 01:27:24,13548.92
718,Employee_718,Marketing,96906,2024-12-12 19:20:30,9945.51
719,Employee_719,HR,34528,2015-01-07 15:24:41,4779.67
720,Employee_720,Operations,118812,2022-02-05 13:34:36,12432.05
721,Employee_721,Marketing,75100,2017-08-09 06:11:17,2152.98
722,Employee_722,Operations,33179,2020-06-25 14:29:27,8853.51
723,Employee_723,Support,73781,2022-01-13 05:45:59,11385.68
724,Employee_724,IT,80267,2019-02-21 07:50:45,9284.89
725,Employee_725,Support,107379,2017-03-20 10:43:48,15224.77
726,Employee_726,Operations,48952,2021-06-26 23:51:45,16730.57
727,Employee_727,Operations,78798,2023-04-18 04:58:12,15653.62
728,Employee_728,Finance,75939,2016-06-05 15:24:13,1737.45
729,Employee_729,Finance,54516,2021-06-06 20:15:52,4688.45
730,Employee_730,Support,81526,2017-09-24 10:49:13,11195.54
731,Employee_731,Sales,35449,2018-04-15 01:07:21,18761.62
732,Employee_732,Support,75290,2023-02-14 11:05:08,16864.18
733,Employee_733,Finance,111661,2019-11-21 20:31:07,17008.16
734,Employee_734,Operations,97954,2018-01-01 21:56:42,6760.96
735,Employee_735,HR,47746,2016-10-03 14:55:07,9159.51
736,Employee_736,Support,92990,2023-10-06 16:25:26,9943.41
737,Employee_737,Operations,83810,2019-02-16 22:45:52,3990.06
738,Employee_738,HR,108297,2024-02-08 06:12:58,1590.29
739,Employee_739,HR,40223,2015-12-23 21:40:13,18991.16
740,Employee_740,Finance,97237,2023-10-29 23:47:26,5573.54
741,Employee_741,Support,27597,2017-07-31 08:05:07,5559.03
742,Employee_742,Marketing,90677,2018-04-13 12:34:46,2584.2
743,Employee_743,IT,27659,2015-10-23 20:49:56,18641.65
744,Employee_744,Finance,111516,2022-06-05 11:04:21,12015.01
745,Employee_745,Finance,99567,2015-04-15 04:54:41,13673.7
746,Employee_746,Marketing,40037,2023-10-01 13:22:14,18319.96
747,Employee_747,IT,71738,2018-09-24 05:22:50,7566.78
748,Employee_748,Operations,96678,2016-02-13 09:18:35,12808.64
749,Employee_749,Sales,37109,2015-04-16 19:38:13,1737.19
750,Employee_750,Support,47010,2019-02-27 02:15:21,4548.68
751,Employee_751,Sales,33787,2024-03-13 06:54:24,16793.67
752,Employee_752,Operations,33472,2021-08-01 02:58:02,15568.6
753,Employee_753,Finance,48383,2024-10-13 13:34:22,7662.21
754,Employee_754,IT,86709,2024-08-04 22:58:01,8159.4
755,Employee_755,Finance,94785,2024-01-02 08:40:42,11137.53
756,Employee_756,HR,59518,2016-12-20 09:32:51,1004.58
757,Employee_757,Finance,78909,2015-06-26 07:42:25,5583.64
758,Employee_758,Finance,43351,2021-10-10 17:52:28,4956.4
759,Employee_759,Operations,94624,2024-04-08 17:13:59,5759.18
760,Employee_760,Operations,78330,2022-06-11 12:09:57,16312.21
761,Employee_761,Operations,40282,2023-03-21 09:57:18,6313.8
762,Employee_762,Sales,109866,2015-11-18 01:38:13,4638.91
763,Employee_763,HR,46778,2019-09-07 07:19:52,10581.01
764,Employee_764,Operations,49264,2024-07-30 22:23:50,17447.26
765,Employee_765,IT,84675,2016-12-25 03:17:40,5585.64
766,Employee_766,Sales,30075,2020-04-29 17:07:02,2492.19
767,Employee_767,Marketing,100948,2020-08-05 18:42:21,7771.69
768,Employee_768,IT,73454,2020-05-23 22:33:10,15205.38
769,Employee_769,Support,53365,2020-06-17 14:55:27,11463.12
770,Employee_770,Support,97766,2016-12-13 09:26:10,16519.07
771,Employee_771,IT,73200,2015-02-02 08:25:26,19232.25
772,Employee_772,Operations,36002,2024-09-29 15:15:20,16060.59
773,Employee_773,Marketing,38947,2017-11-10 23:09:45,12472.26
774,Employee_774,Marketing,104222,2023-02-22 13:59:08,10373.49
775,Employee_775,Sales,119840,2024-06-22 07:26:13,1761.31
776,Employee_776,Marketing,103610,2023-02-10 02:10:39,19702.12
777,Employee_777,Support,77142,2020-02-20 04:10:44,8286.14
778,Employee_778,HR,81307,2016-11-11 15:30:49,3892.34
779,Employee_779,Operations,29493,2019-07-17 12:53:08,13667.47
780,Employee_780,Marketing,75085,2018-03-09 06:55:27,6401.48
781,Employee_781,Sales,59228,2020-11-07 10:46:18,12129.79
782,Employee_782,Support,104676,2020-08-26 01:38:46,12148.59
783,Employee_783,HR,76875,2015-01-17 09:39:18,9468.87
784,Employee_784,Finance,56655,2024-02-05 07:43:24,16886.25
785,Employee_785,Finance,68472,2016-09-05 11:26:50,6034.37
786,Employee_786,HR,74437,2020-03-22 05:19:42,9524.02
787,Employee_787,Support,74416,2017-06-11 20:09:38,11216.15
788,Employee_788,Sales,84711,2023-02-03 17:24:34,13608.87
789,Employee_789,HR,31816,2016-08-04 23:03:42,15895.47
790,Employee_790,Operations,102175,2021-12-17 16:34:13,8501.34
791,Employee_791,Operations,89307,2016-05-17 04:52:27,13274.89
792,Employee_792,Finance,71733,2018-02-07 01:37:50,3861.61
793,Employee_793,Marketing,36240,2016-08-04 23:31:24,18720.31
794,Employee_794,Sales,117493,2016-03-01 18:06:58,8278.12
795,Employee_795,Finance,96363,2016-01-22 22:47:35,14860.91
796,Employee_796,Marketing,57762,2017-10-22 00:36:23,1386.48
797,Employee_797,Marketing,33259,2024-05-31 02:31:21,4898.56
798,Employee_798,Operations,75139,2017-10-07 10:41:23,10254.57
799,Employee_799,Support,39849,2015-10-11 04:28:51,17686.8
800,Employee_800,IT,106768,2015-12-31 13:59:14,11017.85
801,Employee_801,Support,114709,2023-06-12 02:17:56,18667.54
802,Employee_802,IT,79869,2018-07-06 23:48:18,10192.14
803,Employee_803,HR,88095,2024-09-07 04:01:48,10318.53
804,Employee_804,Operations,95910,2022-04-03 02:12:23,3275.19
805,Employee_805,Marketing,111710,2017-10-13 13:05:19,16250.47
806,Employee_806,Sales,48567,2023-12-26 19:02:36,5692.34
807,Employee_807,IT,60292,2015-05-31 19:07:27,18092.64
808,Employee_808,Support,99813,2022-11-16 21:59:23,18305.66
809,Employee_809,Marketing,76631,2016-02-07 20:21:33,18922.89
810,Employee_810,IT,34885,2021-08-17 15:12:56,10884.38
811,Employee_811,IT,84659,2020-10-15 19:47:18,13864.78
812,Employee_812,IT,79306,2018-10-14 12:06:30,15791.8
813,Employee_813,Sales,91314,2020-12-30 12:36:53,3489.28
814,Employee_814,Operations,90087,2024-11-04 23:55:13,12418.19
815,Employee_815,Sales,54165,2023-03-16 09:04:40,1651.66
816,Employee_816,Finance,83929,2018-10-12 03:29:25,10453.76
817,Employee_817,Marketing,92028,2020-08-13 13:09:43,3942.01
818,Employee_818,Operations,74812,2018-05-22 18:50:24,4475.54
819,Employee_819,Operations,75500,2017-10-19 15:33:56,7935.9
820,Employee_820,Operations,104151,2021-03-16 01:12:32,9216.31
821,Employee_821,Support,83643,2024-08-28 23:34:02,12840.28
822,Employee_822,Operations,69900,2021-05-06 02:51:35,2414.14
823,Employee_823,Sales,67946,2023-06-06 10:49:21,10570.14
824,Employee_824,Operations,32851,2021-02-09 08:21:31,4469.88
825,Employee_825,HR,41288,2015-04-07 15:46:24,11905.53
826,Employee_826,Marketing,97692,2021-04-29 18:02:35,13110.69
827,Employee_827,Operations,92580,2015-12-02 22:42:53,11577.48
828,Employee_828,Marketing,32368,2017-07-11 16:57:19,15027.61
829,Employee_829,HR,110436,2022-07-24 19:28:13,7376.58
830,Employee_830,HR,71403,2020-08-03 20:12:19,15537.03
831,Employee_831,Marketing,116170,2023-01-17 03:59:18,9222.57
832,Employee_832,IT,34168,2023-12-12 06:32:37,10199.51
833,Employee_833,Finance,111497,2023-01-27 12:39:10,13313.94
834,Employee_834,Support,74879,2021-05-24 00:58:00,1348.81
835,Employee_835,IT,84871,2017-05-22 17:46:57,13425.89
836,Employee_836,IT,114388,2022-03-22 05:12:29,12753.12
837,Employee_837,Sales,57174,2015-12-21 21:43:40,6887.1
838,Employee_838,Support,117491,2022-06-13 17:35:09,2630.09
839,Employee_839,Support,31581,2019-11-20 15:00:43,2727.77
840,Employee_840,IT,96853,2021-06-13 18:15:22,18541.25
841,Employee_841,Operations,89046,2015-07-28 03:49:15,14096.31
842,Employee_842,Sales,74678,2021-02-08 15:05:34,3414.95
843,Employee_843,Sales,51649,2021-03-08 13:16:40,7777.74
844,Employee_844,HR,113668,2022-07-17 17:43:55,12257.18
845,Employee_845,Support,107325,2017-04-16 02:28:02,16875.86
846,Employee_846,IT,39567,2019-11-15 01:42:50,1829.56
847,Employee_847,HR,105404,2017-03-04 22:50:07,5496.03
848,Employee_848,Marketing,114906,2020-04-06 17:27:36,17905.23
849,Employee_849,Finance,86944,2020-07-03 10:22:31,1174.15
850,Employee_850,Sales,103002,2018-10-22 13:00:15,4826.58
851,Employee_851,Marketing,53803,2018-04-08 07:08:03,19221.46
852,Employee_852,Marketing,43230,2018-01-09 11:40:51,12654.64
